adult,genre_ids,id,original_language,original_title,overview,popularity,release_date,title,video,vote_average,vote_count
False,"[28, 12, 878]",54138,en,Star Trek Into Darkness,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",8.2883,2013-05-05,Star Trek Into Darkness,False,7.321,9247
False,"[80, 18]",1429,en,25th Hour,"In New York City in the days following the events of 9/11, Monty Brogan is a convicted drug dealer about to start a seven-year prison sentence, and his final hours of freedom are devoted to hanging out with his closest buddies and trying to prepare his girlfriend for his extended absence.",3.0791,2002-12-19,25th Hour,False,7.321,2413
False,"[35, 18]",1056360,en,American Fiction,"A novelist fed up with the establishment profiting from ""Black"" entertainment uses a pen name to write a book that propels him into the heart of hypocrisy and the madness he claims to disdain.",2.5931,2023-11-10,American Fiction,False,7.3,1118
False,[18],407449,en,Lucky,"Follows the journey of a 90-year-old atheist and the quirky characters that inhabit his off-the-map desert town. He finds himself at the precipice of life, thrust into a journey of self-exploration.",3.4486,2017-09-29,Lucky,False,7.32,593
False,"[18, 53]",72478,pl,Sala samobójców,"Moody, dark and handsome Dominik is tormented by his classmates after video footage of his drunken kiss with bully Alex is spread across the Internet. Grappling with the public humiliation Dominik seeks solace in an avatar based “suicide room” where the pink-haired rebel Sylvia consoles him.",2.9487,2011-03-04,Suicide Room,False,7.3,463
False,"[10402, 18]",504608,en,Rocketman,"The story of Elton John's life, from his years as a prodigy at the Royal Academy of Music through his influential and enduring musical partnership with Bernie Taupin.",7.5388,2019-05-17,Rocketman,False,7.3,4760
False,[35],14645,fr,Le père Noël est une ordure,"Two neurotics, working for a suicide hotline on the night of Christmas Eve, get caught up in a catastrophe when a pregnant woman, her abusive boyfriend, and a transvestite visit their office.",3.3315,1982-08-25,Santa Claus Is a Stinker,False,7.319,1011
False,[18],687,en,Dead Man Walking,A death row inmate turns for spiritual guidance to a local nun in the days leading up to his scheduled execution for the murders of a young couple.,5.6775,1995-12-29,Dead Man Walking,False,7.3,1398
False,"[12, 35, 80]",134,en,"O Brother, Where Art Thou?","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.",3.9463,2000-08-30,"O Brother, Where Art Thou?",False,7.319,4274
False,"[18, 36]",583406,en,Judas and the Black Messiah,Bill O'Neal infiltrates the Black Panthers on the orders of FBI Agent Mitchell and J. Edgar Hoover. As Black Panther Chairman Fred Hampton ascends—falling for a fellow revolutionary en route—a battle wages for O’Neal’s soul.,6.2587,2021-02-12,Judas and the Black Messiah,False,7.318,1584
False,"[18, 36, 80]",3131,en,Gangs of New York,"In early 1860s New York, Irish immigrant Amsterdam Vallon is released from prison and returns to the Five Points, seeking revenge against his father's killer, William Cutting, a powerful anti-immigrant gang leader. He knows that revenge can only be attained by infiltrating Cutting's inner circle. Vallon's journey becomes a fight for personal survival and to find a place for the Irish people.",8.2964,2002-12-14,Gangs of New York,False,7.318,6771
False,"[18, 10749, 10752]",2841,fr,Un long dimanche de fiançailles,"Young Frenchwoman Mathilde searches for the truth about her missing fiancé, lost during World War I, and learns many unexpected things along the way. The love of her life is gone. But she refuses to believe he's gone forever — and she needs to know for sure.",2.4582,2004-10-27,A Very Long Engagement,False,7.3,1239
False,"[18, 28, 10752]",442065,en,The Last Full Measure,"The incredible true story of Vietnam War hero William H. Pitsenbarger, a U.S. Air Force Pararescuemen medic who personally saved over sixty men. Thirty-two years later, Pentagon staffer Scott Huffman investigates a Congressional Medal of Honor request for Pitsenbarger and uncovers a high-level conspiracy behind the decades-long denial of the medal, prompting Huffman to put his own career on the line to seek justice for the fallen airman.",4.9755,2020-01-23,The Last Full Measure,False,7.3,458
False,"[36, 18]",82695,en,Les Misérables,"An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France. Jean Valjean, a man imprisoned for stealing bread, must flee a relentless policeman named Javert. The pursuit consumes both men's lives, and soon Valjean finds himself in the midst of the student revolutions in France.",12.81,2012-12-18,Les Misérables,False,7.317,5361
False,[18],25793,en,Precious,"Set in Harlem in 1987, Claireece ""Precious"" Jones is a 16-year-old African American girl born into a life no one would want. She's pregnant for the second time by her absent father; at home, she must wait hand and foot on her mother, an angry woman who abuses her emotionally and physically. School is chaotic and Precious has reached the ninth grade with good marks and a secret; She can't read.",4.3057,2009-11-06,Precious,False,7.317,1665
False,"[35, 18, 10749]",457,de,Sissi,"The young Bavarian princess Elisabeth, who all call Sissi, goes with her mother and older sister Néné to Austria where Néné will be wed to an emperor named Franz Joseph, Yet unexpectedly Franz runs into Sissi while out fishing and they fall in love.",3.4542,1955-12-22,Sissi,False,7.3,489
False,"[28, 35, 18]",931102,zh,龙马精神,A washed-up stuntman and his stunt horse become an overnight social media sensation when their real-life fight with debt collectors goes viral.,5.6728,2023-04-07,Ride On,False,7.3,366
False,"[10749, 18, 10402]",440596,en,Kiss and Cry,"A romantic drama based on the story of Carley Allison, a promising 18 year old figure skater and singer who made medical history in her fight against a rare 1 in 3.5 billion type of sarcoma.",1.6134,2017-02-10,Kiss and Cry,False,7.316,410
False,"[14, 12]",259316,en,Fantastic Beasts and Where to Find Them,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.",9.8303,2016-11-16,Fantastic Beasts and Where to Find Them,False,7.316,19075
False,"[18, 10749]",90369,en,Now Is Good,A girl dying of leukemia compiles a list of things she'd like to do before passing away. Topping the list is her desire to lose her virginity.,3.8254,2012-09-19,Now Is Good,False,7.316,1086
False,"[28, 12, 35, 18, 14, 16]",36728,ja,劇場版 NARUTO -ナルト- 疾風伝 火の意志を継ぐ者,"Ninjas with bloodline limits begin disappearing in all the countries and blame points toward the fire nation. By Tsunade's order, Kakashi is sacrificed to prevent an all out war. After inheriting charms left by Kakashi, Naruto fights through friends and foes to prevent his death while changing the minds of those who've inherited the will of fire.",7.0754,2009-08-01,Naruto Shippuden the Movie: The Will of Fire,False,7.316,481
False,"[28, 12, 16, 878, 14]",30061,en,Justice League: Crisis on Two Earths,"A heroic version of Lex Luthor from an alternate universe appears to recruit the Justice League to help save his Earth from the Crime Syndicate, an evil version of the League. What ensues is the ultimate battle of good versus evil in a war that threatens both planets and, through a devious plan launched by Batman's counterpart Owlman, puts the balance of all existence in peril.",3.6256,2010-02-23,Justice League: Crisis on Two Earths,False,7.316,727
False,"[28, 12, 18, 36, 10752]",15384,zh,赤壁：決戰天下,"The battle of Red Cliff continues and the alliance between Xu and East Wu is fracturing.  With Cao Cao's massive forces on their doorstep, will the kingdoms of Xu and East Wu survive?",3.7145,2009-01-07,Red Cliff II,False,7.3,456
False,"[27, 53]",7340,en,Carrie,"Withdrawn and sensitive teen Carrie White faces taunting from classmates at school and abuse from her fanatically pious mother. When strange occurrences start happening around Carrie, she begins to suspect that she has supernatural powers.",10.6134,1976-11-03,Carrie,False,7.316,3981
False,"[18, 35, 10749]",802,en,Lolita,"Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze, he soon becomes obsessed with Lolita, the woman's teenaged daughter.",6.7396,1962-06-13,Lolita,False,7.316,2119
False,"[35, 18]",9571,en,Dazed and Confused,"The adventures of a group of Texas teens on their last day of school in 1976, centering on student Randall Floyd, who moves easily among stoners, jocks and geeks. Floyd is a star athlete, but he also likes smoking weed, which presents a conundrum when his football coach demands he sign a ""no drugs"" pledge.",7.4526,1993-09-24,Dazed and Confused,False,7.3,2108
False,[18],228,de,Der blaue Engel,"Prim professor Immanuel Rath finds some of his students ogling racy photos of cabaret performer Lola Lola and visits a local club, The Blue Angel, in an attempt to catch them there. Seeing Lola perform, the teacher is filled with lust, eventually resigning his position at the school to marry the young woman. However, his marriage to a coquette -- whose job is to entice men -- proves to be more difficult than Rath imagined.",3.2037,1930-04-01,The Blue Angel,False,7.3,322
False,"[28, 53, 80]",926393,en,The Equalizer 3,"Robert McCall finds himself at home in Southern Italy but he discovers his friends are under the control of local crime bosses. As events turn deadly, McCall knows what he has to do: become his friends' protector by taking on the mafia.",18.1053,2023-08-30,The Equalizer 3,False,7.314,3268
